房源名称,户型,面向,面积,所属区,地址,价钱
空港十六区,3室2厅,南,152㎡,双流区,双流航空港,3000 元/月
独栋·小米公寓（成都）,小米公寓,温馨大床（标间）,东南,双流区,,2080 元/月
整租·人居都市阳光,3室1厅,北,137㎡,双流区,双流蛟龙港,1800 元/月
整租·华宜上锦,2室1厅,南,75㎡,双流区,双流华府,2100 元/月
景茂名都,2室2厅,西,68㎡,双流区,双流蛟龙港,1500 元/月
水电五局成都基地常乐小区,3室2厅,南,100㎡,双流区,双流航空港,1800 元/月
四季金悦,4室1厅,南,106㎡,双流区,双流蛟龙港,2200 元/月
空港十六区,3室2厅,东/西,139㎡,双流区,双流航空港,2200 元/月
南湖逸家二期,3室2厅,南,74㎡,双流区,双流双流城区,1800 元/月
温哥华花园四期,1室1厅,南,59㎡,双流区,双流航空港,1400 元/月
独栋·空姐之家公寓,双流机场店,主题双床房,45-46㎡,双流区,,2980 元/月
整租·格林城,2室1厅,南,70㎡,双流区,双流双流城区,1800 元/月
九龙仓时代小镇,2室1厅,南,70㎡,双流区,双流蛟龙港,1600 元/月
水电五局成都基地常乐小区,1室1厅,南,88㎡,双流区,双流航空港,1200 元/月
保利叶语,2室1厅,东,67㎡,双流区,双流双流城区,2000 元/月
双桂花园二期,2室2厅,南,79㎡,双流区,双流双流城区,1200 元/月
蓝光圣菲town城,2室1厅,东,70㎡,双流区,双流航空港,2000 元/月
棠湖泊林镇,3室2厅,跃层,131㎡,双流区,双流双流城区,2000 元/月
空港晶座,3室2厅,南,99㎡,双流区,双流航空港,2000 元/月
温哥华花园四期,2室1厅,南,51㎡,双流区,双流航空港,1700 元/月
加贝书香尚品,2室1厅,南,66㎡,双流区,双流航空港,1600 元/月
棠湖帝景,3室2厅,东,138㎡,双流区,双流东升镇,3000 元/月
欧城花园,1室1厅,东/东南,50㎡,双流区,双流东升镇,1300 元/月
川网国际花园,2室2厅,东南/南,87㎡,双流区,双流蛟龙港,2000 元/月
三都汇朝外,3室1厅,南,95㎡,双流区,双流华府,2200 元/月
温哥华花园,3室1厅,北,129㎡,双流区,双流航空港,2500 元/月
和贵馨城,4室2厅,东南,248㎡,双流区,双流航空港,6500 元/月
空港晶座,3室1厅,东,106㎡,双流区,双流航空港,2500 元/月
蓝光圣菲town城,3室2厅,东南,120㎡,双流区,双流航空港,2800 元/月
花样年别样城,3室2厅,西南,115㎡,双流区,双流公兴,1800 元/月
双都会,3室2厅,西南,105㎡,双流区,双流东升镇,1000 元/月
人居都市阳光,4室2厅,东/北,161㎡,双流区,双流蛟龙港,1300 元/月
华汇天地,2室1厅,南,70㎡,双流区,双流双流城区,1600 元/月
远大林语城南庭,3室1厅,南,74㎡,双流区,双流蛟龙港,2000 元/月
整租·成都国韵村,5室2厅,南,240㎡,双流区,双流蛟龙港,2000 元/月
独栋·千寻公寓,双流机场店,A户型,东南,双流区,,3600 元/月
独栋·空姐之家公寓,双流机场店,主题大床房,/,双流区,,2080-2980 元/月
海棠湾,3室1厅,东南,98㎡,双流区,双流双流城区,600 元/月
独栋·空姐之家公寓,双流机场店,特惠大床房,38㎡,双流区,,1980 元/月
独栋·空姐之家公寓,双流机场店,商务大床房,45㎡,双流区,,2480 元/月
独栋·空姐之家公寓,双流机场店,精装三人房,46㎡,双流区,,2980 元/月
中信城右岸,3室2厅,东,104㎡,双流区,双流双流城区,2300 元/月
保利叶语,3室2厅,东,82㎡,双流区,双流双流城区,2000 元/月
整租·景茂名都,2室2厅,西南,68㎡,双流区,双流蛟龙港,2000 元/月
空港十六区,2室1厅,南,138㎡,双流区,双流航空港,2500 元/月
棠湖泊林城,3室2厅,北,105㎡,双流区,双流华府,2500 元/月
独栋·南城香山服务公寓,成都南城香山服务公寓,黑科技大床房,南,双流区,,1950-2000 元/月
蓝光圣菲town城,2室1厅,东南,67㎡,双流区,双流航空港,1500 元/月
独栋·南城香山服务公寓,成都南城香山服务公寓,独立厨房（天然气）,42㎡,双流区,,2300 元/月
海棠湾,3室1厅,东/东南,116㎡,双流区,双流双流城区,1800 元/月
独栋·小米公寓（成都）,小米公寓,套一,55㎡,双流区,,1680-1880 元/月
东立国际花城,2室1厅,南,85㎡,双流区,双流蛟龙港,1500 元/月
整租·空港晶座,2室1厅,跃层,82㎡,双流区,双流航空港,2000 元/月
嘉美地,2室2厅,南,70㎡,双流区,双流华府,1800 元/月
警馨苑,4室2厅,东南,147㎡,双流区,双流航空港,3200 元/月
整租·佳兆业8号,3室1厅,南,89㎡,双流区,双流蛟龙港,2200 元/月
润扬书院阁,2室2厅,东,85㎡,双流区,双流航空港,2000 元/月
独栋·南城香山服务公寓,成都南城香山服务公寓,豪华温馨大床房,47㎡,双流区,,2100 元/月
大成郡,3室1厅,东,96㎡,双流区,双流航空港,2750 元/月
保利叶语,2室1厅,东南,66㎡,双流区,双流双流城区,1700 元/月
宗申流溪丽园,2室2厅,东,89㎡,双流区,双流航空港,2000 元/月
整租·华宜上锦,3室1厅,南,85㎡,双流区,双流警院,2800 元/月
蓝光圣菲town城,3室1厅,南,90㎡,双流区,双流航空港,2800 元/月
合租·美城云庭,4居室,东南卧,12㎡,双流区,双流警院,960 元/月
华银美景,3室2厅,东南/南,108㎡,双流区,双流华府,2600 元/月
蓝光圣菲town城,2室2厅,西北,78㎡,双流区,双流航空港,2300 元/月
空港十六区,2室1厅,东南,78㎡,双流区,双流航空港,1700 元/月
整租·东立国际花城,2室1厅,南/北,88㎡,双流区,双流蛟龙港,1500 元/月
佰客郡,2室1厅,南,55㎡,双流区,双流航空港,1600 元/月
国栋南园五星城,4室2厅,东南,180㎡,双流区,双流双流城区,2000 元/月
整租·优品时代三期,3室2厅,南,118㎡,双流区,双流蛟龙港,1000 元/月
艾佳上邸,3室1厅,东南,102㎡,双流区,双流双流城区,1500 元/月
佳兆业8号,2室2厅,东,75㎡,双流区,双流蛟龙港,1700 元/月
保利叶语,3室2厅,南,95㎡,双流区,双流双流城区,2000 元/月
双樱阁,2室1厅,南,50㎡,双流区,双流航空港,1700 元/月
整租·瑞丰花园,3室2厅,西北,125㎡,双流区,双流双流城区,2000 元/月
德商华府天骄,3室1厅,西,82㎡,双流区,双流双流城区,2300 元/月
韩国城一期,1室1厅,东,51㎡,双流区,双流航空港,1500 元/月
远大林语城,2室1厅,南,90㎡,双流区,双流蛟龙港,1700 元/月
棠湖泊林镇,2室1厅,东南,80㎡,双流区,双流双流城区,1500 元/月
国栋南园五星城,1室1厅,南,71㎡,双流区,双流双流城区,2500 元/月
空港晶座,4室2厅,跃层,104㎡,双流区,双流航空港,2300 元/月
蓝光圣菲town城,3室1厅,东,90㎡,双流区,双流航空港,2400 元/月
韩国城一期,1室0厅,南,55㎡,双流区,双流航空港,1200 元/月
整租·保利叶语,3室2厅,西北,86㎡,双流区,双流双流城区,2600 元/月
翰林上岛,2室1厅,南,68㎡,双流区,双流航空港,2000 元/月
弗客城,2室2厅,东,83㎡,双流区,双流航空港,2200 元/月
整租·嘉美地,2室1厅,东南,80㎡,双流区,双流警院,1800 元/月
嘉美地,3室1厅,南,88㎡,双流区,双流华府,2400 元/月
整租·富豪新岸,2室1厅,东,84㎡,双流区,双流蛟龙港,2100 元/月
空港晶座,3室2厅,跃层,102㎡,双流区,双流航空港,2200 元/月
韩国城二期,1室1厅,南,37㎡,双流区,双流航空港,1700 元/月
花样年别样城,3室2厅,南,121㎡,双流区,双流公兴,1600 元/月
四季金悦,2室2厅,东南,59㎡,双流区,双流蛟龙港,1800 元/月
温哥华花园四期,1室1厅,南,51㎡,双流区,双流航空港,1500 元/月
瑞升明院,2室1厅,西南,80㎡,双流区,双流航空港,1800 元/月
四季金悦,3室2厅,北,87㎡,双流区,双流蛟龙港,2000 元/月
欧洲印象,2室1厅,北,52㎡,双流区,双流航空港,2100 元/月
优品时代三期,3室1厅,南,100㎡,双流区,双流蛟龙港,2000 元/月
整租·景茂名都,2室1厅,南,85㎡,双流区,双流蛟龙港,1800 元/月
德商华府天骄,4室1厅,东/西,88㎡,双流区,双流双流城区,1800 元/月
蓝光圣菲town城,3室1厅,南,85㎡,双流区,双流航空港,2300 元/月
康桥品上,2室2厅,南,89㎡,双流区,双流航空港,2000 元/月
宗申流溪丽园,4室2厅,南,154㎡,双流区,双流航空港,3000 元/月
保利叶语,2室2厅,东/西,95㎡,双流区,双流双流城区,1600 元/月
整租·大成郡,3室1厅,西北,100㎡,双流区,双流航空港,2800 元/月
温哥华南苑,1室1厅,东南,43㎡,双流区,双流航空港,1600 元/月
弗客城,3室2厅,东/西,90㎡,双流区,双流航空港,2100 元/月
温哥华南苑,2室1厅,南,94㎡,双流区,双流航空港,2500 元/月
和贵久居福,2室1厅,南,51㎡,双流区,双流航空港,1900 元/月
大成郡,2室1厅,南,85㎡,双流区,双流航空港,2000 元/月
远大林语城,3室1厅,东,104㎡,双流区,双流蛟龙港,3500 元/月
欧洲印象,2室1厅,南,57㎡,双流区,双流航空港,1700 元/月
空港十六区,2室1厅,南,89㎡,双流区,双流航空港,1900 元/月
景茂名都,2室2厅,东,80㎡,双流区,双流蛟龙港,1800 元/月
翰林上岛,2室1厅,东,68㎡,双流区,双流航空港,2100 元/月
景茂名都,3室1厅,南,89㎡,双流区,双流蛟龙港,2200 元/月
合租·美城云庭,3居室,东卧,12㎡,双流区,双流华府,1530 元/月
合租·美城云庭,3居室,东卧,10㎡,双流区,双流华府,1590 元/月
佳兆业8号,3室1厅,南,91㎡,双流区,双流蛟龙港,2300 元/月
翰林上岛,2室2厅,东南,70㎡,双流区,双流航空港,2200 元/月
花样年别样城,3室1厅,南,115㎡,双流区,双流公兴,1500 元/月
蓝润棠湖春天,2室1厅,西,58㎡,双流区,双流航空港,1800 元/月
通瑞月光湖,1室1厅,东北,46㎡,双流区,双流公兴,1500 元/月
通瑞月光湖,1室1厅,东北,46㎡,双流区,双流公兴,1500 元/月
加贝书香尚品,2室1厅,南,74㎡,双流区,双流航空港,1500 元/月
宗申流溪丽园,2室2厅,西,90㎡,双流区,双流航空港,1900 元/月
整租·温哥华南苑,2室1厅,南,61㎡,双流区,双流航空港,1700 元/月
空港晶座,2室1厅,跃层,83㎡,双流区,双流航空港,1800 元/月
中国铁建国际城,3室2厅,东,87㎡,龙泉驿区,龙泉驿大面,1800 元/月
艺锦湾三期,3室1厅,东南,126㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
皇冠国际社区三期,1室0厅,东南,46㎡,龙泉驿区,龙泉驿龙泉驿城区,800 元/月
整租·花香龙都,2室2厅,北,85㎡,龙泉驿区,龙泉驿龙泉驿城区,1700 元/月
果壳里的城,3室1厅,东南,84㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
四季康城,3室1厅,东南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,1400 元/月
东山国际新城E区,2室1厅,跃层,194㎡,龙泉驿区,龙泉驿东山,1400 元/月
天立广场,2室1厅,东南,73㎡,龙泉驿区,龙泉驿龙泉驿城区,1400 元/月
花香龙都,2室1厅,东南,84㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
果壳里的城,1室1厅,南,60㎡,龙泉驿区,龙泉驿龙泉驿城区,1400 元/月
御源大湖区,2室2厅,东南,72㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
森邻香堤二期,2室2厅,东南,90㎡,龙泉驿区,龙泉驿十陵,1600 元/月
艺锦湾二期,3室1厅,南,110㎡,龙泉驿区,龙泉驿龙泉驿城区,2500 元/月
花香龙都,2室1厅,南,92㎡,龙泉驿区,龙泉驿龙泉驿城区,1900 元/月
整租·果壳里的城,2室1厅,东/南,60㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
果壳里的城,3室1厅,东南,87㎡,龙泉驿区,龙泉驿龙泉驿城区,2200 元/月
果壳里的城,1室1厅,东南,60㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
御源大湖区,2室1厅,南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,2100 元/月
龙泉印象,1室1厅,南,63㎡,龙泉驿区,龙泉驿航天,1400 元/月
藏龙苑,4室2厅,错层,153㎡,龙泉驿区,龙泉驿东山,900 元/月
整租·嘉合苑,1室1厅,东南,37㎡,龙泉驿区,龙泉驿航天,950 元/月
果壳里的城,3室1厅,东南,90㎡,龙泉驿区,龙泉驿龙泉驿城区,1400 元/月
整租·果壳里的城,3室2厅,南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,2300 元/月
皇冠国际社区二期,2室1厅,东南,92㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
整租·艺锦湾一期,3室2厅,东/东南,136㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
整租·果壳里的城,2室1厅,东,79㎡,龙泉驿区,龙泉驿龙泉驿城区,2250 元/月
整租·花香龙都,2室2厅,南,90㎡,龙泉驿区,龙泉驿龙泉驿城区,1200 元/月
丽泉江南,3室2厅,南,118㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
万鸿城市花园,2室1厅,东南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
御源大湖区,2室1厅,东南,81㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
果壳里的城,2室1厅,东南,83㎡,龙泉驿区,龙泉驿龙泉驿城区,2300 元/月
三盛都会城,1室0厅,东南,43㎡,龙泉驿区,龙泉驿东山,900 元/月
整租·天立广场,1室1厅,南,53㎡,龙泉驿区,龙泉驿龙泉驿城区,1300 元/月
金上城,2室1厅,东南,82㎡,龙泉驿区,龙泉驿龙泉驿城区,1400 元/月
果壳里的城,3室1厅,东南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,1700 元/月
蔚蓝花城B区,3室2厅,东南,121㎡,龙泉驿区,龙泉驿航天,1800 元/月
格调城,3室2厅,东南,85㎡,龙泉驿区,龙泉驿东山,1300 元/月
山水四季城,4室1厅,东南,147㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
师大现代花园,3室1厅,东,94㎡,龙泉驿区,龙泉驿大面,1400 元/月
首创万卷山,3室1厅,南,89㎡,龙泉驿区,龙泉驿大面,3300 元/月
北泉路179号,3室2厅,东南,120㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
恒大绿洲,2室1厅,东,75㎡,龙泉驿区,龙泉驿大面,1300 元/月
琥珀庭院,3室2厅,东北,108㎡,龙泉驿区,龙泉驿大面,2000 元/月
观澜东山,2室2厅,东南,80㎡,龙泉驿区,龙泉驿东山,1600 元/月
东山国际新城E区,2室1厅,东南,81㎡,龙泉驿区,龙泉驿东山,1100 元/月
首创东公元,4室1厅,东南,128㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
百悦天鹅湖,3室2厅,南,94㎡,龙泉驿区,龙泉驿大面,2500 元/月
劲力蓝色理想,3室2厅,东南,121㎡,龙泉驿区,龙泉驿航天,1500 元/月
合租·龙城1号,2居室,西南卧,82㎡,龙泉驿区,龙泉驿大面,1000 元/月
四季映像,3室1厅,南,85㎡,龙泉驿区,龙泉驿大面,1700 元/月
皇冠国际社区一期,2室1厅,东南,81㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
首创东公元,3室1厅,南,90㎡,龙泉驿区,龙泉驿龙泉驿城区,600 元/月
中国铁建国际城,3室2厅,北,87㎡,龙泉驿区,龙泉驿大面,1400 元/月
劲力蓝色理想,3室2厅,东南,128㎡,龙泉驿区,龙泉驿航天,1900 元/月
整租·东原晴天见,1室0厅,南,24㎡,龙泉驿区,龙泉驿洪河,1439 元/月
整租·银诚东方国际一期,2室2厅,南,75㎡,龙泉驿区,龙泉驿十陵,1200 元/月
整租·果壳里的城,3室1厅,南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
整租·果壳里的城,3室1厅,东,120㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
合租·蔚蓝花城B区,2居室,东南卧,69㎡,龙泉驿区,龙泉驿航天,1300 元/月
御源大湖区,2室1厅,东南,94㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
恒大绿洲,3室1厅,东南,122㎡,龙泉驿区,龙泉驿大面,1900 元/月
中天滨河名邸,4室1厅,跃层,177㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
四季映像,2室1厅,北,50㎡,龙泉驿区,龙泉驿大面,1300 元/月
炜岸城一期,1室1厅,南,45㎡,龙泉驿区,龙泉驿大面,1200 元/月
合租·驿都城,4居室,东南卧,19㎡,龙泉驿区,龙泉驿龙泉驿城区,600 元/月
花香龙都,2室1厅,东南,75㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
合租·四季映像,3居室,东南卧,15㎡,龙泉驿区,龙泉驿大面,605 元/月
合租·四季映像,3居室,东南卧,15㎡,龙泉驿区,龙泉驿大面,620 元/月
金上城,4室2厅,南,85㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
四季康城,2室1厅,东南,71㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
玺印上院,3室1厅,东南,97㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
中国铁建国际城,2室1厅,西,51㎡,龙泉驿区,龙泉驿大面,1300 元/月
炜岸城一期,2室1厅,跃层,73㎡,龙泉驿区,龙泉驿大面,1800 元/月
艺锦湾二期,2室1厅,南/北,92㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
中国铁建国际城,3室1厅,南,87㎡,龙泉驿区,龙泉驿大面,1600 元/月
首创东公元,2室1厅,南,82㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
劲力蓝色理想,3室2厅,东南,120㎡,龙泉驿区,龙泉驿航天,2000 元/月
师大现代花园,1室0厅,跃层,45㎡,龙泉驿区,龙泉驿大面,1400 元/月
整租·玺印上院,3室2厅,东,96㎡,龙泉驿区,龙泉驿龙泉驿城区,1850 元/月
果壳里的城,3室1厅,南,86㎡,龙泉驿区,龙泉驿龙泉驿城区,2400 元/月
整租·龙腾东麓城,3室1厅,南,84㎡,龙泉驿区,龙泉驿东山,600 元/月
四季映像,1室1厅,南,33㎡,龙泉驿区,龙泉驿大面,1000 元/月
武城大观城市花园一期,3室2厅,南,122㎡,龙泉驿区,龙泉驿洪河,2100 元/月
整租·果壳里的城,3室2厅,东南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,2200 元/月
林溪美城,3室1厅,南,98㎡,龙泉驿区,龙泉驿阳光城,1400 元/月
首创万卷山,3室1厅,东南,81㎡,龙泉驿区,龙泉驿大面,1800 元/月
劲力蓝色理想,3室1厅,东南,105㎡,龙泉驿区,龙泉驿航天,1600 元/月
世茂城一期,2室2厅,南,84㎡,龙泉驿区,龙泉驿大面,1900 元/月
东方华美苑,3室2厅,东南,120㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
四季映像,3室1厅,南/西北,85㎡,龙泉驿区,龙泉驿大面,1500 元/月
四季康城,3室1厅,南,80㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
炜岸城一期,2室1厅,南,75㎡,龙泉驿区,龙泉驿大面,1600 元/月
整租·皇冠国际社区二期,2室2厅,南,92㎡,龙泉驿区,龙泉驿龙泉驿城区,2500 元/月
劲力蓝色理想,3室2厅,东南,129㎡,龙泉驿区,龙泉驿航天,1500 元/月
果壳里的城,1室1厅,东,60㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
龙城1号,5室1厅,东南,123㎡,龙泉驿区,龙泉驿大面,3000 元/月
山水四季城,3室2厅,东南,95㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
独栋·宜久北欧风情公寓,师大成龙校区店,欧简大床房,24㎡,龙泉驿区,,1900 元/月
四季映像,1室1厅,南,33㎡,龙泉驿区,龙泉驿大面,1200 元/月
天立广场,2室1厅,东南,64㎡,龙泉驿区,龙泉驿龙泉驿城区,1300 元/月
师大现代花园,2室1厅,南,94㎡,龙泉驿区,龙泉驿大面,1600 元/月
华川小区,3室2厅,东南,120㎡,龙泉驿区,龙泉驿十陵,1600 元/月
四季映像,3室1厅,东北,86㎡,龙泉驿区,龙泉驿大面,1400 元/月
御源大湖区,4室2厅,南,147㎡,龙泉驿区,龙泉驿龙泉驿城区,2600 元/月
新城吾悦广场,3室2厅,南,81㎡,龙泉驿区,龙泉驿龙泉驿城区,2200 元/月
四季映像,2室1厅,南,50㎡,龙泉驿区,龙泉驿大面,1400 元/月
四季映像,2室1厅,北,55㎡,龙泉驿区,龙泉驿大面,1200 元/月
果壳里的城,2室2厅,南,76㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
丽阳晶舍,3室2厅,南,109㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
整租·三盛都会城,3室2厅,东南,84㎡,龙泉驿区,龙泉驿东山,1500 元/月
东山国际新城E区,3室2厅,西南,105㎡,龙泉驿区,龙泉驿东山,1600 元/月
百悦天鹅湖,3室1厅,南,94㎡,龙泉驿区,龙泉驿大面,2100 元/月
金茂悦龙山,3室2厅,南,89㎡,龙泉驿区,龙泉驿大面,1800 元/月
东山国际新城B区,2室1厅,东,80㎡,龙泉驿区,龙泉驿东山,1200 元/月
独栋·米啦酒店公寓,师大店,温馨大床房,25㎡,龙泉驿区,,1800 元/月
独栋·米啦酒店公寓,师大店,豪华大床房,45㎡,龙泉驿区,,2400 元/月
琥珀庭院,3室2厅,南,145㎡,龙泉驿区,龙泉驿大面,2500 元/月
霏红榭,3室2厅,东南,100㎡,龙泉驿区,龙泉驿航天,1600 元/月
独栋·龙城一号公寓,师大店,雅致单间,25-35㎡,龙泉驿区,,2200-2988 元/月
劲力蓝色理想,3室1厅,东南,128㎡,龙泉驿区,龙泉驿航天,2500 元/月
富丽苑一期,2室1厅,东南,80㎡,龙泉驿区,龙泉驿航天,800 元/月
独栋·天府时代酒店公寓,成龙校区师大店,标准单间,25㎡,龙泉驿区,,1300-1500 元/月
独栋·天府时代酒店公寓,成龙校区师大店,精品单间,25-28㎡,龙泉驿区,,1400-2160 元/月
观澜东山,2室2厅,东南,89㎡,龙泉驿区,龙泉驿东山,1600 元/月
四季康城,3室1厅,南,91㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
春秋名邸,2室1厅,南,54㎡,龙泉驿区,龙泉驿龙泉驿城区,1300 元/月
独栋·天府假日精品公寓,师大成龙校区店,温馨大床房,南,龙泉驿区,,1500-2400 元/月
独栋·天府假日精品公寓,师大成龙校区店,豪华大床房,38㎡,龙泉驿区,,1800 元/月
独栋·天府印象酒店公寓,龙城一号川师成龙校区店,雅致大床房,26㎡,龙泉驿区,,2400 元/月
独栋·天府印象酒店公寓,龙城一号川师成龙校区店,舒适大床房,25㎡,龙泉驿区,,2380 元/月
世茂城三期,3室2厅,西南,105㎡,龙泉驿区,龙泉驿大面,650 元/月
独栋·熙月酒店公寓,师大成龙校区店,豪华全景大床房,35㎡,龙泉驿区,,3000 元/月
金上城,3室1厅,东南,90㎡,龙泉驿区,龙泉驿龙泉驿城区,1800 元/月
独栋·熙月酒店公寓,师大成龙校区店,舒适大床房,25㎡,龙泉驿区,,1800 元/月
龙城1号,3室1厅,东南,85㎡,龙泉驿区,龙泉驿大面,1100 元/月
四季康城,2室1厅,南/北,70㎡,龙泉驿区,龙泉驿龙泉驿城区,1400 元/月
锦上城,3室2厅,东南,104㎡,龙泉驿区,龙泉驿龙泉驿城区,700 元/月
整租·御源大湖区,3室1厅,东南,118㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
独栋·宜久北欧风情公寓,师大成龙校区店,北欧大床房,35㎡,龙泉驿区,,2500 元/月
东域龙湾二期,3室1厅,东南,89㎡,龙泉驿区,龙泉驿航天,1400 元/月
独栋·宜久北欧风情公寓,师大成龙校区店,皇马主题房,24㎡,龙泉驿区,,1900 元/月
新城吾悦广场,3室2厅,东南,88㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
合租·师大现代花园,4居室,南卧,15㎡,龙泉驿区,龙泉驿大面,699 元/月
独栋·宜久北欧风情公寓,师大成龙校区店,温馨大床房,24㎡,龙泉驿区,,2000 元/月
整租·三盛都会城,2室1厅,东南,64㎡,龙泉驿区,龙泉驿东山,1300 元/月
春秋名邸,2室2厅,东南,77㎡,龙泉驿区,龙泉驿龙泉驿城区,1300 元/月
首创万卷山,3室1厅,南,90㎡,龙泉驿区,龙泉驿大面,1600 元/月
恒大绿洲,3室1厅,西,92㎡,龙泉驿区,龙泉驿大面,2000 元/月
首创万卷山,3室2厅,南,90㎡,龙泉驿区,龙泉驿大面,1600 元/月
龙腾东麓城,3室1厅,东南,66㎡,龙泉驿区,龙泉驿东山,1200 元/月
蔚蓝花城A区,2室1厅,东南,90㎡,龙泉驿区,龙泉驿航天,1300 元/月
师大现代花园,2室1厅,东南,92㎡,龙泉驿区,龙泉驿大面,1600 元/月
果壳里的城,2室2厅,东南,79㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
四季映像,2室1厅,南,55㎡,龙泉驿区,龙泉驿大面,1300 元/月
整租·果壳里的城,3室2厅,东南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,2200 元/月
观澜东山,3室1厅,东南,80㎡,龙泉驿区,龙泉驿东山,1800 元/月
四季映像,3室1厅,东南,75㎡,龙泉驿区,龙泉驿大面,1300 元/月
果壳里的城,2室1厅,东南,83㎡,龙泉驿区,龙泉驿龙泉驿城区,1600 元/月
东山国际新城C区,4室2厅,东南,171㎡,龙泉驿区,龙泉驿东山,2500 元/月
东山国际新城H区二期,2室1厅,东南,70㎡,龙泉驿区,龙泉驿东山,1200 元/月
劲力蓝色理想,2室1厅,东南,90㎡,龙泉驿区,龙泉驿航天,1400 元/月
整租·首创东公元,3室2厅,东,83㎡,龙泉驿区,龙泉驿龙泉驿城区,2000 元/月
整租·万鸿城市花园,2室1厅,东南,86㎡,龙泉驿区,龙泉驿龙泉驿城区,1100 元/月
整租·四季康城,3室1厅,南/北,115㎡,龙泉驿区,龙泉驿龙泉驿城区,1700 元/月
四季映像,2室1厅,东南,57㎡,龙泉驿区,龙泉驿大面,1300 元/月
四季康城,2室1厅,东南,78㎡,龙泉驿区,龙泉驿龙泉驿城区,1400 元/月
四季康城,3室1厅,东南,91㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
御源大湖区,2室2厅,东南,89㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
天立广场,2室1厅,西,75㎡,龙泉驿区,龙泉驿龙泉驿城区,1400 元/月
龙城1号,2室2厅,西南,90㎡,龙泉驿区,龙泉驿大面,2000 元/月
四季映像,2室1厅,南,60㎡,龙泉驿区,龙泉驿大面,1400 元/月
合租·首创东公元,4居室,南卧,16㎡,龙泉驿区,龙泉驿龙泉驿城区,650 元/月
春秋名邸,1室1厅,东,60㎡,龙泉驿区,龙泉驿龙泉驿城区,1100 元/月
劲力蓝色理想,1室1厅,东南,47㎡,龙泉驿区,龙泉驿航天,1100 元/月
整租·东原晴天见,1室0厅,东南,24㎡,龙泉驿区,龙泉驿洪河,1439 元/月
天府逸家一期,3室1厅,南,86㎡,龙泉驿区,龙泉驿大面,1800 元/月
东域龙湾二期,2室1厅,东南,69㎡,龙泉驿区,龙泉驿航天,1500 元/月
劲力蓝色理想,3室1厅,东南,130㎡,龙泉驿区,龙泉驿航天,1800 元/月
果壳里的城,2室1厅,南/北,79㎡,龙泉驿区,龙泉驿龙泉驿城区,1500 元/月
林溪美城,3室1厅,东,88㎡,龙泉驿区,龙泉驿阳光城,1500 元/月
合租·首创万卷山,1居室,西南卧,12㎡,龙泉驿区,龙泉驿大面,700 元/月
师大现代花园,3室1厅,东,115㎡,龙泉驿区,龙泉驿大面,1600 元/月
